start,end,tID,notes,TAG,TIME,X,Y,NBS,VARX,VARY,COVXY,SD,Timestamp,bird_id,date,long,lat,ID,gps_mean_x,gps_mean_y,n,error_dist
2020/08/24 12:11:43.821+00,2020/08/24 12:11:43.821+00,WP091,,31001001060,1598271103821,649543.871400659,5905701.96462926,"3",126.779,347.506,-194.311,9.25543083816199,2020/08/24 12:11:43.821+00,"1060",2020/08/24,5.24299710305813,53.2794265444418,1,649537.253896769,5905719.11228181,"28",18.3802433473868
2020/08/24 12:11:44.821+00,2020/08/24 12:11:44.821+00,WP091,,31001001060,1598271104821,649548.283012907,5905701.96462926,"3",178.041,460.571,-270.189,9.91130667470238,2020/08/24 12:11:44.821+00,"1060",2020/08/24,5.24332646047472,53.2791210241746,1,649537.253896769,5905719.11228181,"28",20.3883150494463
2020/08/24 12:11:45.821+00,2020/08/24 12:11:45.821+00,WP091,,31001001060,1598271105821,649548.283012907,5905705.2188016,"3",96.3897,313.659,-150.594,10.4336331160339,2020/08/24 12:11:45.821+00,"1060",2020/08/24,5.24306474808501,53.279454529706,1,649537.253896769,5905719.11228181,"28",17.73894571755
2020/08/24 12:11:46.821+00,2020/08/24 12:11:46.821+00,WP091,,31001001060,1598271106821,649526.392429097,5905738.93746686,"4",350.898,873.73,-537.674,12.218019479441,2020/08/24 12:11:46.821+00,"1060",2020/08/24,5.2427525512282,53.2797635674088,1,649537.253896769,5905719.11228181,"28",22.6055179637732
2020/08/24 12:11:47.821+00,2020/08/24 12:11:47.821+00,WP091,,31001001060,1598271107821,649516.998974847,5905753.5274308,"3",194.959,965.27,-354.967,21.2201555130965,2020/08/24 12:11:47.821+00,"1060",2020/08/24,5.24264494488977,53.2803995042315,1,649537.253896769,5905719.11228181,"28",39.9332485800902
2020/08/24 12:11:48.821+00,2020/08/24 12:11:48.821+00,WP091,,31001001060,1598271108821,649516.998974847,5905753.5274308,"3",262.971,668.527,-403.33,11.1730926783948,2020/08/24 12:11:48.821+00,"1060",2020/08/24,5.2425613140432,53.2798983431961,1,649537.253896769,5905719.11228181,"28",39.9332485800902
2020/08/24 12:11:49.821+00,2020/08/24 12:11:49.821+00,WP091,,31001001060,1598271109821,649531.671099116,5905733.53486629,"3",203.578,677.904,-327.499,15.0493853695093,2020/08/24 12:11:49.821+00,"1060",2020/08/24,5.24282911799965,53.2797135522013,1,649537.253896769,5905719.11228181,"28",15.465399215588
2020/08/24 12:11:51.821+00,2020/08/24 12:11:51.821+00,WP091,,31001001060,1598271111821,649531.671099116,5905733.53486629,"3",303.313,896.531,-480.221,15.4726209802994,2020/08/24 12:11:51.821+00,"1060",2020/08/24,5.24297618161118,53.2795961171521,1,649537.253896769,5905719.11228181,"28",15.465399215588
2020/08/24 12:11:52.821+00,2020/08/24 12:11:52.821+00,WP091,,31001001060,1598271112821,649540.006185094,5905723.86204695,"3",278.731,721.913,-430.151,11.8466028885922,2020/08/24 12:11:52.821+00,"1060",2020/08/24,5.24267513982322,53.279912205505,1,649537.253896769,5905719.11228181,"28",5.48956828564945
2020/08/24 12:11:53.821+00,2020/08/24 12:11:53.821+00,WP091,,31001001060,1598271113821,649540.006185094,5905720.7811874,"3",298.373,1391.51,-523.42,25.3582925292694,2020/08/24 12:11:53.821+00,"1060",2020/08/24,5.24306453679575,53.2795221603213,1,649537.253896769,5905719.11228181,"28",3.21874772059661
2020/08/24 12:11:54.821+00,2020/08/24 12:11:54.821+00,WP091,,31001001060,1598271114821,649540.006185094,5905712.74042249,"3",189.26,570.008,-298.042,12.7743492984966,2020/08/24 12:11:54.821+00,"1060",2020/08/24,5.24294948019952,53.2796243194846,1,649537.253896769,5905719.11228181,"28",6.94087041751849
2020/08/24 12:11:55.821+00,2020/08/24 12:11:55.821+00,WP091,,31001001060,1598271115821,649538.235885067,5905705.20354554,"3",206.972,556.593,-318.432,11.256153872438,2020/08/24 12:11:55.821+00,"1060",2020/08/24,5.2429141711965,53.2794572259204,1,649537.253896769,5905719.11228181,"28",13.9433584741743
2020/08/24 12:11:57.821+00,2020/08/24 12:11:57.821+00,WP091,,31001001060,1598271117821,649538.235885067,5905705.20354554,"3",181.484,490.827,-277.517,10.8294505862486,2020/08/24 12:11:57.821+00,"1060",2020/08/24,5.2429141711965,53.2794572259204,1,649537.253896769,5905719.11228181,"28",13.9433584741743
2020/08/24 12:11:58.821+00,2020/08/24 12:11:58.821+00,WP091,,31001001060,1598271118821,649538.235885067,5905715.45576859,"3",181.161,569.907,-288.557,13.1891622175178,2020/08/24 12:11:58.821+00,"1060",2020/08/24,5.24307878500326,53.2796418677601,1,649537.253896769,5905719.11228181,"28",3.7860784331165
2020/08/24 12:12:01.820+00,2020/08/24 12:12:01.820+00,WP091,,31001001060,1598271121820,649547.606370046,5905715.45576859,"3",318.201,990.821,-505.072,17.288088384781,2020/08/24 12:12:01.820+00,"1060",2020/08/24,5.24274650628134,53.2795525580052,1,649537.253896769,5905719.11228181,"28",10.9792436824548
2020/08/24 12:12:02.820+00,2020/08/24 12:12:02.820+00,WP091,,31001001060,1598271122820,649547.606370046,5905702.63939435,"3",148.593,413.851,-229.263,10.1940178536238,2020/08/24 12:12:02.820+00,"1060",2020/08/24,5.24305339403814,53.2794315519963,1,649537.253896769,5905719.11228181,"28",19.4558403613645
2020/08/24 12:12:05.820+00,2020/08/24 12:12:05.820+00,WP091,,31001001060,1598271125820,649547.606370046,5905702.63939435,"3",317.153,1276.2,-539.436,22.6821736171823,2020/08/24 12:12:05.820+00,"1060",2020/08/24,5.24341978037916,53.2789655712973,1,649537.253896769,5905719.11228181,"28",19.4558403613645
2020/08/24 12:12:06.820+00,2020/08/24 12:12:06.820+00,WP091,,31001001060,1598271126820,649534.15893595,5905710.8194153,"3",125.719,365.252,-193.383,10.2080850309938,2020/08/24 12:12:06.820+00,"1060",2020/08/24,5.24285571473866,53.2795088179281,1,649537.253896769,5905719.11228181,"28",8.85157711620734
2020/08/24 12:12:07.820+00,2020/08/24 12:12:07.820+00,WP091,,31001001060,1598271127820,649534.15893595,5905722.35773426,"3",210.061,551.237,-322.302,10.8024997107151,2020/08/24 12:12:07.820+00,"1060",2020/08/24,5.24261490169232,53.2797940155463,1,649537.253896769,5905719.11228181,"28",4.4846119213919
2020/08/24 12:12:08.820+00,2020/08/24 12:12:08.820+00,WP091,,31001001060,1598271128820,649534.15893595,5905722.35773426,"3",187.312,566.797,-291.084,13.1126275017633,2020/08/24 12:12:08.820+00,"1060",2020/08/24,5.24293397230162,53.2796110860635,1,649537.253896769,5905719.11228181,"28",4.4846119213919
2020/08/24 12:12:09.820+00,2020/08/24 12:12:09.820+00,WP091,,31001001060,1598271129820,649520.527268205,5905742.03595184,"3",206.138,572.672,-320.479,11.7410391362945,2020/08/24 12:12:09.820+00,"1060",2020/08/24,5.24262246037063,53.279993434755,1,649537.253896769,5905719.11228181,"28",28.3773633482563
2020/08/24 12:12:10.820+00,2020/08/24 12:12:10.820+00,WP091,,31001001060,1598271130820,649524.623654198,5905742.63529594,"3",335.542,826.227,-508.774,12.0092048029834,2020/08/24 12:12:10.820+00,"1060",2020/08/24,5.24370129543631,53.2788527245787,1,649537.253896769,5905719.11228181,"28",26.6993487080058
2020/08/24 12:12:11.820+00,2020/08/24 12:12:11.820+00,WP091,,31001001060,1598271131820,649524.623654198,5905742.63529594,"3",121.093,767.731,-235.373,20.4469557636339,2020/08/24 12:12:11.820+00,"1060",2020/08/24,5.2426796058656,53.2800507106525,1,649537.253896769,5905719.11228181,"28",26.6993487080058
2020/08/24 12:12:12.820+00,2020/08/24 12:12:12.820+00,WP091,,31001001060,1598271132820,649524.623654198,5905742.63529594,"3",375.489,995.85,-581.11,14.4609474101803,2020/08/24 12:12:12.820+00,"1060",2020/08/24,5.24272778320989,53.279797280464,1,649537.253896769,5905719.11228181,"28",26.6993487080058
2020/08/24 12:12:14.820+00,2020/08/24 12:12:14.820+00,WP091,,31001001060,1598271134820,649524.623654198,5905742.63529594,"3",141.705,493.246,-231.006,13.1506273614607,2020/08/24 12:12:14.820+00,"1060",2020/08/24,5.24272778320989,53.279797280464,1,649537.253896769,5905719.11228181,"28",26.6993487080058
2020/08/24 12:12:16.820+00,2020/08/24 12:12:16.820+00,WP091,,31001001060,1598271136820,649534.813025997,5905715.49267687,"3",271.266,738.455,-420.619,12.9801001536968,2020/08/24 12:12:16.820+00,"1060",2020/08/24,5.24286771582451,53.2795506092537,1,649537.253896769,5905719.11228181,"28",4.36570613057147
2020/08/24 12:12:18.820+00,2020/08/24 12:12:18.820+00,WP091,,31001001060,1598271138820,649554.405397507,5905698.46115973,"3",335.921,859.588,-516.512,12.7469604219987,2020/08/24 12:12:18.820+00,"1060",2020/08/24,5.24315332053182,53.2793921052321,1,649537.253896769,5905719.11228181,"28",26.8447913165026
2020/08/24 12:12:19.820+00,2020/08/24 12:12:19.820+00,WP091,,31001001060,1598271139820,649554.405397507,5905698.46115973,"3",288.539,761.905,-444.114,12.736404516189,2020/08/24 12:12:19.820+00,"1060",2020/08/24,5.2433471560898,53.2791166687863,1,649537.253896769,5905719.11228181,"28",26.8447913165026
2020/08/24 12:12:21.820+00,2020/08/24 12:12:21.820+00,WP091,,31001001060,1598271141820,649554.405397507,5905708.58172266,"3",222.878,609.831,-346.46,11.8232398267142,2020/08/24 12:12:21.820+00,"1060",2020/08/24,5.24284357322297,53.2796772717501,1,649537.253896769,5905719.11228181,"28",20.126267747547
2020/08/24 12:12:23.819+00,2020/08/24 12:12:23.819+00,WP091,,31001001060,1598271143819,649543.082890316,5905711.01339235,"3",222.669,875.356,-376.795,18.558960100178,2020/08/24 12:12:23.819+00,"1060",2020/08/24,5.24319485225684,53.2794823173139,1,649537.253896769,5905719.11228181,"28",9.97843555966771
2020/08/24 12:12:27.819+00,2020/08/24 12:12:27.819+00,WP091,,31001001060,1598271147819,649543.082890316,5905711.01339235,"3",323.47,865.691,-497.991,13.8988848473538,2020/08/24 12:12:27.819+00,"1060",2020/08/24,5.24299192644033,53.279553533077,1,649537.253896769,5905719.11228181,"28",9.97843555966771
2020/08/24 12:12:30.819+00,2020/08/24 12:12:30.819+00,WP091,,31001001060,1598271150819,649543.082890316,5905711.01339235,"3",332.453,823.444,-505.925,12.0019581735648,2020/08/24 12:12:30.819+00,"1060",2020/08/24,5.2428374152997,53.2795109062846,1,649537.253896769,5905719.11228181,"28",9.97843555966771
2020/08/24 12:12:33.819+00,2020/08/24 12:12:33.819+00,WP091,,31001001060,1598271153819,649539.673159155,5905711.01339235,"5",44.125,138.989,-67.0107,7.00661116375099,2020/08/24 12:12:33.819+00,"1060",2020/08/24,5.24303960640066,53.2794381148916,1,649537.253896769,5905719.11228181,"28",8.45250501010688
2020/08/24 12:12:34.819+00,2020/08/24 12:12:34.819+00,WP091,,31001001060,1598271154819,649539.673159155,5905711.04904463,"6",18.1267,65.1294,-23.98,5.94105209537839,2020/08/24 12:12:34.819+00,"1060",2020/08/24,5.24293846092676,53.279509325561,1,649537.253896769,5905719.11228181,"28",8.41835044554109
2020/08/24 12:12:35.819+00,2020/08/24 12:12:35.819+00,WP091,,31001001060,1598271155819,649539.673159155,5905714.93619235,"4",69.7294,362.07,-124.883,13.4919753928029,2020/08/24 12:12:35.819+00,"1060",2020/08/24,5.24280991216025,53.279848486519,1,649537.253896769,5905719.11228181,"28",4.82623597423938
2020/08/24 12:12:36.819+00,2020/08/24 12:12:36.819+00,WP091,,31001001060,1598271156819,649540.962837163,5905714.93619235,"5",26.0657,99.4107,-39.4966,6.81785890144406,2020/08/24 12:12:36.819+00,"1060",2020/08/24,5.24306263357562,53.2795419382275,1,649537.253896769,5905719.11228181,"28",5.5853345497046
2020/08/24 12:12:37.819+00,2020/08/24 12:12:37.819+00,WP091,,31001001060,1598271157819,649540.962837163,5905710.64730637,"4",55.2105,177.605,-85.2337,7.89608130657227,2020/08/24 12:12:37.819+00,"1060",2020/08/24,5.24295759949367,53.2795053534254,1,649537.253896769,5905719.11228181,"28",9.24186388456256
2020/08/24 12:12:38.819+00,2020/08/24 12:12:38.819+00,WP091,,31001001060,1598271158819,649540.962837163,5905710.64730637,"5",27.5187,100.271,-41.7607,6.6534427178717,2020/08/24 12:12:38.819+00,"1060",2020/08/24,5.24295759949367,53.2795053534254,1,649537.253896769,5905719.11228181,"28",9.24186388456256
2020/08/24 12:12:39.819+00,2020/08/24 12:12:39.819+00,WP091,,31001001060,1598271159819,649534.250493941,5905723.60997965,"6",16.7146,62.3092,-21.568,5.99064270341672,2020/08/24 12:12:39.819+00,"1060",2020/08/24,5.24286310449657,53.2796236784106,1,649537.253896769,5905719.11228181,"28",5.40830050837419
2020/08/24 12:12:40.819+00,2020/08/24 12:12:40.819+00,WP091,,31001001060,1598271160819,649534.250493941,5905723.60997965,"5",34.1863,118.37,-51.9285,6.97848837499927,2020/08/24 12:12:40.819+00,"1060",2020/08/24,5.24286310449657,53.2796236784106,1,649537.253896769,5905719.11228181,"28",5.40830050837419
2020/08/24 12:12:41.819+00,2020/08/24 12:12:41.819+00,WP091,,31001001060,1598271161819,649534.250493941,5905723.60997965,"5",33.4866,238.442,-64.8163,11.9287887063188,2020/08/24 12:12:41.819+00,"1060",2020/08/24,5.24286310449657,53.2796236784106,1,649537.253896769,5905719.11228181,"28",5.40830050837419
2020/08/24 12:12:42.819+00,2020/08/24 12:12:42.819+00,WP091,,31001001060,1598271162819,649534.250493941,5905723.60997965,"5",37.8589,126.566,-57.8788,6.97619523809361,2020/08/24 12:12:42.819+00,"1060",2020/08/24,5.24286310449657,53.2796236784106,1,649537.253896769,5905719.11228181,"28",5.40830050837419
2020/08/24 12:12:43.819+00,2020/08/24 12:12:43.819+00,WP091,,31001001060,1598271163819,649541.819087524,5905713.6132237,"5",27.8057,98.0247,-41.6612,6.51981594832247,2020/08/24 12:12:43.819+00,"1060",2020/08/24,5.24297182702644,53.2795317521732,1,649537.253896769,5905719.11228181,"28",7.14706980129277
2020/08/24 12:12:44.819+00,2020/08/24 12:12:44.819+00,WP091,,31001001060,1598271164819,649541.819087524,5905713.6132237,"5",39.0239,134.647,-60.0069,7.32510068190192,2020/08/24 12:12:44.819+00,"1060",2020/08/24,5.24309816420623,53.2793849523246,1,649537.253896769,5905719.11228181,"28",7.14706980129277
2020/08/24 12:12:45.819+00,2020/08/24 12:12:45.819+00,WP091,,31001001060,1598271165819,649536.003916153,5905716.84245399,"5",41.0691,132.944,-62.4345,7.01028530089896,2020/08/24 12:12:45.819+00,"1060",2020/08/24,5.24288619799742,53.2795623972954,1,649537.253896769,5905719.11228181,"28",2.59124870647273
2020/08/24 12:12:46.819+00,2020/08/24 12:12:46.819+00,WP091,,31001001060,1598271166819,649536.003916153,5905716.84245399,"5",31.2169,112.668,-47.8814,6.93700944211553,2020/08/24 12:12:46.819+00,"1060",2020/08/24,5.24288619799742,53.2795623972954,1,649537.253896769,5905719.11228181,"28",2.59124870647273
2020/08/24 12:12:47.818+00,2020/08/24 12:12:47.818+00,WP091,,31001001060,1598271167818,649539.437917667,5905718.65856681,"4",56.457,291.218,-100.098,12.1440932143985,2020/08/24 12:12:47.818+00,"1060",2020/08/24,5.24302419819275,53.2796250593771,1,649537.253896769,5905719.11228181,"28",2.23065115597295
2020/08/24 12:12:48.818+00,2020/08/24 12:12:48.818+00,WP091,,31001001060,1598271168818,649539.437917667,5905718.65856681,"4",33.1582,119.469,-50.8827,7.13174592929389,2020/08/24 12:12:48.818+00,"1060",2020/08/24,5.24293851571921,53.2795777414846,1,649537.253896769,5905719.11228181,"28",2.23065115597295
2020/08/24 12:12:49.818+00,2020/08/24 12:12:49.818+00,WP091,,31001001060,1598271169818,649542.506810692,5905718.65856681,"5",66.3616,188.384,-100.34,7.35293138822878,2020/08/24 12:12:49.818+00,"1060",2020/08/24,5.242976828829,53.2794302886627,1,649537.253896769,5905719.11228181,"28",5.27247209358963
2020/08/24 12:12:50.818+00,2020/08/24 12:12:50.818+00,WP091,,31001001060,1598271170818,649539.437917667,5905718.65856681,"5",35.9963,120.272,-54.8104,6.829897510212,2020/08/24 12:12:50.818+00,"1060",2020/08/24,5.24281358746963,53.2796648429838,1,649537.253896769,5905719.11228181,"28",2.23065115597295
2020/08/24 12:12:51.818+00,2020/08/24 12:12:51.818+00,WP091,,31001001060,1598271171818,649542.506810692,5905723.32003726,"4",62.1304,182.801,-95.9075,7.28809988954597,2020/08/24 12:12:51.818+00,"1060",2020/08/24,5.24308740312498,53.2793986625912,1,649537.253896769,5905719.11228181,"28",6.73040196784609
2020/08/24 12:12:52.818+00,2020/08/24 12:12:52.818+00,WP091,,31001001060,1598271172818,649538.627346083,5905723.32003726,"5",35.6215,121.572,-54.3513,6.96354076601839,2020/08/24 12:12:52.818+00,"1060",2020/08/24,5.24269135248214,53.2798719017408,1,649537.253896769,5905719.11228181,"28",4.42623643570934
2020/08/24 12:12:53.818+00,2020/08/24 12:12:53.818+00,WP091,,31001001060,1598271173818,649546.633699677,5905723.32003726,"3",80.2659,620.047,-167.104,19.1338678787118,2020/08/24 12:12:53.818+00,"1060",2020/08/24,5.24307027771246,53.2796171732498,1,649537.253896769,5905719.11228181,"28",10.2803651954908
2020/08/24 12:12:54.818+00,2020/08/24 12:12:54.818+00,WP091,,31001001060,1598271174818,649542.370521155,5905719.79227899,"4",50.2493,238.407,-85.113,10.8825686306129,2020/08/24 12:12:54.818+00,"1060",2020/08/24,5.24292690157884,53.2795881531877,1,649537.253896769,5905719.11228181,"28",5.16161227488192
2020/08/24 12:12:55.818+00,2020/08/24 12:12:55.818+00,WP091,,31001001060,1598271175818,649542.370521155,5905706.53533942,"3",53.5478,466.426,-117.07,16.9066200051932,2020/08/24 12:12:55.818+00,"1060",2020/08/24,5.24303933101572,53.2794416336957,1,649537.253896769,5905719.11228181,"28",13.5778983990826
2020/08/24 12:12:56.818+00,2020/08/24 12:12:56.818+00,WP091,,31001001060,1598271176818,649542.370521155,5905706.53533942,"3",27.3234,175.785,-50.3263,10.1220452478736,2020/08/24 12:12:56.818+00,"1060",2020/08/24,5.24297676088219,53.2794680223171,1,649537.253896769,5905719.11228181,"28",13.5778983990826
2020/08/24 12:12:57.818+00,2020/08/24 12:12:57.818+00,WP091,,31001001060,1598271177818,649542.370521155,5905706.53533942,"3",93.8708,1807.12,-327.048,35.3113975934117,2020/08/24 12:12:57.818+00,"1060",2020/08/24,5.24297676088219,53.2794680223171,1,649537.253896769,5905719.11228181,"28",13.5778983990826
2020/08/24 12:13:00.818+00,2020/08/24 12:13:00.818+00,WP091,,31001001060,1598271180818,649542.370521155,5905706.53533942,"3",47.9637,160.823,-74.0652,7.78821545670123,2020/08/24 12:13:00.818+00,"1060",2020/08/24,5.24292504229981,53.2795744335561,1,649537.253896769,5905719.11228181,"28",13.5778983990826
2020/08/24 12:13:01.818+00,2020/08/24 12:13:01.818+00,WP091,,31001001060,1598271181818,649538.551309552,5905712.19893661,"5",50.8988,157.276,-76.4932,7.42888955362778,2020/08/24 12:13:01.818+00,"1060",2020/08/24,5.24305684152782,53.2794640202256,1,649537.253896769,5905719.11228181,"28",7.03403311207555
2020/08/24 12:13:02.818+00,2020/08/24 12:13:02.818+00,WP091,,31001001060,1598271182818,649536.732216447,5905712.19893661,"4",45.6093,151.7,-71.5413,7.36387805439498,2020/08/24 12:13:02.818+00,"1060",2020/08/24,5.2427423650793,53.2796943836375,1,649537.253896769,5905719.11228181,"28",6.93300023450322
2020/08/24 12:13:03.818+00,2020/08/24 12:13:03.818+00,WP091,,31001001060,1598271183818,649536.732216447,5905712.19893661,"5",64.8822,186.197,-99.5535,7.2091747100483,2020/08/24 12:13:03.818+00,"1060",2020/08/24,5.24289492789343,53.2795204833275,1,649537.253896769,5905719.11228181,"28",6.93300023450322
2020/08/24 12:13:04.818+00,2020/08/24 12:13:04.818+00,WP091,,31001001060,1598271184818,649536.732216447,5905712.19893661,"5",34.6295,109.588,-52.7381,6.2242509589508,2020/08/24 12:13:04.818+00,"1060",2020/08/24,5.24289492789343,53.2795204833275,1,649537.253896769,5905719.11228181,"28",6.93300023450322
2020/08/24 12:13:05.818+00,2020/08/24 12:13:05.818+00,WP091,,31001001060,1598271185818,649531.664036065,5905741.13058711,"3",81.6001,507.031,-156.831,16.5821922555493,2020/08/24 12:13:05.818+00,"1060",2020/08/24,5.24284750273536,53.2800665682905,1,649537.253896769,5905719.11228181,"28",22.716784788591
2020/08/24 12:13:06.818+00,2020/08/24 12:13:06.818+00,WP091,,31001001060,1598271186818,649531.664036065,5905741.13058711,"3",48.7023,291.728,-90.7802,12.6043603566385,2020/08/24 12:13:06.818+00,"1060",2020/08/24,5.24278539684705,53.2797826676891,1,649537.253896769,5905719.11228181,"28",22.716784788591
2020/08/24 12:13:07.818+00,2020/08/24 12:13:07.818+00,WP091,,31001001060,1598271187818,649538.685678315,5905720.81727343,"5",29.729,101.049,-44.8402,6.41074098681268,2020/08/24 12:13:07.818+00,"1060",2020/08/24,5.24292825801743,53.2795973433546,1,649537.253896769,5905719.11228181,"28",2.22643096393817
2020/08/24 12:13:08.818+00,2020/08/24 12:13:08.818+00,WP091,,31001001060,1598271188818,649538.685678315,5905713.33497734,"4",48.5729,149.236,-73.5322,7.12351738960466,2020/08/24 12:13:08.818+00,"1060",2020/08/24,5.24324578159596,53.2792763515562,1,649537.253896769,5905719.11228181,"28",5.95207907972802
2020/08/24 12:13:09.818+00,2020/08/24 12:13:09.818+00,WP091,,31001001060,1598271189818,649541.162867183,5905713.33497734,"3",93.5209,263.736,-143.185,8.41943584808388,2020/08/24 12:13:09.818+00,"1060",2020/08/24,5.24291178701582,53.279530380208,1,649537.253896769,5905719.11228181,"28",6.97547823973433
2020/08/24 12:13:10.818+00,2020/08/24 12:13:10.818+00,WP091,,31001001060,1598271190818,649541.162867183,5905735.88092651,"3",119.216,540.158,-207.541,15.6298432493739,2020/08/24 12:13:10.818+00,"1060",2020/08/24,5.24297246958071,53.2797319482386,1,649537.253896769,5905719.11228181,"28",17.218231463574
2020/08/24 12:13:11.817+00,2020/08/24 12:13:11.817+00,WP091,,31001001060,1598271191817,649541.162867183,5905735.88092651,"3",65.2439,396.318,-123.555,14.6441763168845,2020/08/24 12:13:11.817+00,"1060",2020/08/24,5.24298630569632,53.2798700241634,1,649537.253896769,5905719.11228181,"28",17.218231463574
2020/08/24 12:13:12.817+00,2020/08/24 12:13:12.817+00,WP091,,31001001060,1598271192817,649541.162867183,5905722.13313444,"4",52.0667,157.542,-80.344,6.99433342070565,2020/08/24 12:13:12.817+00,"1060",2020/08/24,5.24289876665955,53.2796097291304,1,649537.253896769,5905719.11228181,"28",4.94020245558065
2020/08/24 12:13:13.817+00,2020/08/24 12:13:13.817+00,WP091,,31001001060,1598271193817,649536.932482359,5905722.01845202,"3",93.1203,256.17,-141.451,8.14790157034313,2020/08/24 12:13:13.817+00,"1060",2020/08/24,5.2430747455824,53.2794418305787,1,649537.253896769,5905719.11228181,"28",2.92388996420074
2020/08/24 12:13:14.817+00,2020/08/24 12:13:14.817+00,WP091,,31001001060,1598271194817,649536.932482359,5905722.01845202,"4",19.5902,90.6579,-26.7408,7.53435465053245,2020/08/24 12:13:14.817+00,"1060",2020/08/24,5.24290254906759,53.2796086268547,1,649537.253896769,5905719.11228181,"28",2.92388996420074
2020/08/24 12:13:15.817+00,2020/08/24 12:13:15.817+00,WP091,,31001001060,1598271195817,649536.932482359,5905722.01845202,"4",52.3523,162.793,-79.9901,7.4273211859997,2020/08/24 12:13:15.817+00,"1060",2020/08/24,5.24290254906759,53.2796086268547,1,649537.253896769,5905719.11228181,"28",2.92388996420074
2020/08/24 12:13:16.817+00,2020/08/24 12:13:16.817+00,WP091,,31001001060,1598271196817,649544.692353575,5905708.22748066,"6",24.3528,74.0003,-32.8589,5.71273139575107,2020/08/24 12:13:16.817+00,"1060",2020/08/24,5.24301121365064,53.2794608191948,1,649537.253896769,5905719.11228181,"28",13.1836844500039
2020/08/24 12:13:18.817+00,2020/08/24 12:13:18.817+00,WP091,,31001001060,1598271198817,649544.692353575,5905708.22748066,"3",40.2667,240.035,-73.6874,11.5293928721334,2020/08/24 12:13:18.817+00,"1060",2020/08/24,5.24301951545771,53.2794824317927,1,649537.253896769,5905719.11228181,"28",13.1836844500039
2020/08/24 12:13:20.817+00,2020/08/24 12:13:20.817+00,WP091,,31001001060,1598271200817,649538.091382457,5905737.86973674,"3",96.5286,1196.44,-256.538,27.9265572529089,2020/08/24 12:13:20.817+00,"1060",2020/08/24,5.24287949658842,53.2798513087174,1,649537.253896769,5905719.11228181,"28",18.7761417202415
2020/08/24 12:13:21.817+00,2020/08/24 12:13:21.817+00,WP091,,31001001060,1598271201817,649535.289071028,5905737.86973674,"4",18.3046,118.615,-22.2128,9.61738010063032,2020/08/24 12:13:21.817+00,"1060",2020/08/24,5.24292737467541,53.2797506780893,1,649537.253896769,5905719.11228181,"28",18.8600810129693
2020/08/24 12:13:22.817+00,2020/08/24 12:13:22.817+00,WP091,,31001001060,1598271202817,649535.289071028,5905724.9317691,"3",315.615,937.441,-501.65,15.8036704597381,2020/08/24 12:13:22.817+00,"1060",2020/08/24,5.24287929090699,53.2796352580138,1,649537.253896769,5905719.11228181,"28",6.14222862623608
2020/08/24 12:13:23.817+00,2020/08/24 12:13:23.817+00,WP091,,31001001060,1598271203817,649535.289071028,5905724.9317691,"5",40.5637,244.809,-75.9648,11.5517574420518,2020/08/24 12:13:23.817+00,"1060",2020/08/24,5.24287929090699,53.2796352580138,1,649537.253896769,5905719.11228181,"28",6.14222862623608
2020/08/24 12:13:24.817+00,2020/08/24 12:13:24.817+00,WP091,,31001001060,1598271204817,649535.289071028,5905724.9317691,"5",45.536,140.858,-70.1439,6.79015463741438,2020/08/24 12:13:24.817+00,"1060",2020/08/24,5.24287929090699,53.2796352580138,1,649537.253896769,5905719.11228181,"28",6.14222862623608
2020/08/24 12:13:25.817+00,2020/08/24 12:13:25.817+00,WP091,,31001001060,1598271205817,649539.766979462,5905724.9317691,"3",52.8803,511.425,-121.786,17.9090284493604,2020/08/24 12:13:25.817+00,"1060",2020/08/24,5.24294808531235,53.2796661947431,1,649537.253896769,5905719.11228181,"28",6.33892868892599
2020/08/24 12:13:26.817+00,2020/08/24 12:13:26.817+00,WP091,,31001001060,1598271206817,649539.766979462,5905726.09615247,"3",41.6494,244.002,-76.565,11.5117939522908,2020/08/24 12:13:26.817+00,"1060",2020/08/24,5.24306288053662,53.2794399097908,1,649537.253896769,5905719.11228181,"28",7.42226609797612
2020/08/24 12:13:27.817+00,2020/08/24 12:13:27.817+00,WP091,,31001001060,1598271207817,649532.940214283,5905726.09615247,"3",86.6095,1353.91,-265.02,30.1741528464346,2020/08/24 12:13:27.817+00,"1060",2020/08/24,5.24284463779242,53.2796463789684,1,649537.253896769,5905719.11228181,"28",8.20867260893167
2020/08/24 12:13:28.817+00,2020/08/24 12:13:28.817+00,WP091,,31001001060,1598271208817,649532.940214283,5905726.09615247,"3",63.6251,241.746,-102.965,9.97201584435163,2020/08/24 12:13:28.817+00,"1060",2020/08/24,5.24284463779242,53.2796463789684,1,649537.253896769,5905719.11228181,"28",8.20867260893167
2020/08/24 12:13:29.817+00,2020/08/24 12:13:29.817+00,WP091,,31001001060,1598271209817,649537.350963079,5905717.65090582,"3",60.5463,357.548,-112.744,13.8782671829015,2020/08/24 12:13:29.817+00,"1060",2020/08/24,5.24307329906112,53.2795661454269,1,649537.253896769,5905719.11228181,"28",1.4645960667929
